family_old_with_errors,family,genus,taxon,species,name_matched,accepted_name,Taxonomic_status,limit.s,limit.n,lat.mid,lat.ext,trop.frac,temp.frac,tropicality
fabaceae,fabaceae,lysiloma,lysiloma_tergemina,tergemina,lysiloma_tergeminum,lysiloma_tergeminum,Accepted,17.6,18.3,17.9,0.8,1,0,1
fabaceae,fabaceae,mimosa,mimosa_benthami,benthami,mimosa_benthamii,mimosa_benthamii,Accepted,17.6,18.3,17.9,0.8,1,0,1
fabaceae,fabaceae,acacia,acacia_gentlei,gentlei,acacia_gentlei,acacia_gentlei,Accepted,16.3,19.7,18,3.4,1,0,1
fabaceae,fabaceae,erythrina,erythrina_folkersii,folkersii,erythrina_folkersii,erythrina_folkersii,Accepted,14.7,21.3,18,6.6,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_constrictus,constrictus,lonchocarpus_constrictus,lonchocarpus_constrictus,Accepted,16.5,19.5,18,3,1,0,1
fabaceae,fabaceae,acacia,acacia_potosina,potosina,acacia_potosina,,No opinion,17,19.2,18.1,2.2,1,0,1
fabaceae,fabaceae,cassia,cassia_anisopetala,anisopetala,cassia_anisopetala,senna_peralteana,Synonym,16.3,19.9,18.1,3.6,1,0,1
fabaceae,fabaceae,inga,inga_xalapensis,xalapensis,inga_xalapensis,inga_xalapensis,Accepted,15.7,20.5,18.1,4.8,1,0,1
fabaceae,fabaceae,mimosa,mimosa_mixtecana,mixtecana,mimosa_mixtecana,mimosa_lactiflua,Synonym,17.1,19.3,18.2,2.2,1,0,1
fabaceae,fabaceae,ormosia,ormosia_krugii,krugii,ormosia_krugii,ormosia_krugii,Accepted,18.1,18.4,18.2,0.3,1,0,1
fabaceae,fabaceae,calliandra,calliandra_gracilis,gracilis,calliandra_gracilis,zapoteca_formosa,Synonym,17.1,19.5,18.3,2.4,1,0,1
fabaceae,fabaceae,dalbergia,dalbergia_glabra,glabra,dalbergia_glabra,dalbergia_glabra,Accepted,16.3,20.3,18.3,4.1,1,0,1
fabaceae,fabaceae,erythrina,erythrina_americana,americana,erythrina_americana,erythrina_americana,Accepted,16.3,20.3,18.3,4.1,1,0,1
fabaceae,fabaceae,pithecellobium,pithecellobium_calostachys,calostachys,pithecellobium_calostachys,pithecellobium_lanceolatum,Synonym,17.3,19.3,18.3,2,1,0,1
fabaceae,fabaceae,bauhinia,bauhinia_dipetala,dipetala,bauhinia_dipetala,bauhinia_dipetala,Accepted,16.3,20.5,18.4,4.2,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_rugosus,rugosus,lonchocarpus_rugosus,lonchocarpus_rugosus,Accepted,16.3,20.8,18.5,4.6,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_lanceolatus,lanceolatus,lonchocarpus_lanceolatus,lonchocarpus_lanceolatus,Accepted,17.3,19.8,18.5,2.5,1,0,1
fabaceae,fabaceae,lysiloma,lysiloma_sabicu,sabicu,lysiloma_sabicu,lysiloma_sabicu,Accepted,18.4,18.9,18.6,0.5,1,0,1
fabaceae,fabaceae,senna,senna_guatemalensis,guatemalensis,senna_guatemalensis,senna_guatemalensis,Accepted,16.3,20.9,18.6,4.6,1,0,1
fabaceae,fabaceae,albizia,albizia_tomentosa,tomentosa,albizia_tomentosa,albizia_tomentosa,Accepted,16.5,20.8,18.7,4.3,1,0,1
fabaceae,fabaceae,albizia,albizia_purpusii,purpusii,albizia_purpusii,albizia_purpusii,Accepted,17.7,19.8,18.7,2.1,1,0,1
fabaceae,fabaceae,erythrina,erythrina_breviflora,breviflora,erythrina_breviflora,erythrina_breviflora,Accepted,18.3,19.1,18.7,0.8,1,0,1
fabaceae,fabaceae,calliandra,calliandra_emarginata,emarginata,calliandra_emarginata,calliandra_tergemina_var._emarginata,Synonym,8.8,28.5,18.7,19.7,0.746192893,-0.253807107,0.492385787
fabaceae,fabaceae,acacia,acacia_acatlensis,acatlensis,acacia_acatlensis,acacia_acatlensis,Accepted,18.3,19.3,18.8,1,1,0,1
fabaceae,fabaceae,acacia,acacia_compacta,compacta,acacia_compacta,acacia_compacta,Accepted,18.3,19.3,18.8,1,1,0,1
fabaceae,fabaceae,calliandra,calliandra_yucatanensis,yucatanensis,calliandra_yucatanensis,calliandra_tergemina_var._emarginata,Synonym,16.8,20.8,18.8,4,1,0,1
fabaceae,fabaceae,calliandra,calliandra_oaxacana,oaxacana,calliandra_oaxacana,calliandra_oaxacana,Accepted,17.1,20.5,18.8,3.4,1,0,1
fabaceae,fabaceae,senna,senna_apiculata,apiculata,senna_apiculata,senna_apiculata,Accepted,18.3,19.3,18.8,1,1,0,1
fabaceae,fabaceae,sophora,sophora_tomentosa,tomentosa,sophora_tomentosa,sophora_tomentosa,Accepted,8.8,28.8,18.8,19.9,0.735,-0.265,0.47
fabaceae,fabaceae,mimosa,mimosa_orthocarpa,orthocarpa,mimosa_orthocarpa,mimosa_orthocarpa,Accepted,16.5,21.3,18.9,4.8,1,0,1
fabaceae,fabaceae,pithecellobium,pithecellobium_lanceolatum,lanceolatum,pithecellobium_lanceolatum,pithecellobium_lanceolatum,Accepted,17.6,20.3,18.9,2.8,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_castilloi,castilloi,lonchocarpus_castilloi,lonchocarpus_castilloi,Accepted,17.7,20.3,19,2.6,1,0,1
fabaceae,fabaceae,mimosa,mimosa_bahamensis,bahamensis,mimosa_bahamensis,mimosa_bahamensis,Accepted,17.7,20.4,19,2.7,1,0,1
fabaceae,fabaceae,acacia,acacia_gaumeri,gaumeri,acacia_gaumeri,acacia_gaumeri,Accepted,16.8,21.3,19.1,4.4,1,0,1
fabaceae,fabaceae,albizia,albizia_plurijuga,plurijuga,albizia_plurijuga,albizia_plurijuga,Accepted,17.3,20.9,19.1,3.6,1,0,1
fabaceae,fabaceae,acacia,acacia_villosa,villosa,acacia_villosa,acacia_glauca,Synonym,10.7,27.5,19.1,16.7,0.761904762,-0.238095238,0.523809524
fabaceae,fabaceae,calliandra,calliandra_grandiflora,grandiflora,calliandra_grandiflora,calliandra_grandiflora,Accepted,17.1,21.3,19.2,4.2,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_cochleatus,cochleatus,lonchocarpus_cochleatus,lonchocarpus_cochleatus,Accepted,17.6,20.8,19.2,3.3,1,0,1
fabaceae,fabaceae,pterocarpus,pterocarpus_orbiculatus,orbiculatus,pterocarpus_orbiculatus,pterocarpus_orbiculatus,Accepted,17.6,20.8,19.2,3.3,1,0,1
fabaceae,fabaceae,acacia,acacia_hartwegii,hartwegii,acacia_hartwegii,acacia_hartwegii,Accepted,17.7,20.9,19.3,3.2,1,0,1
fabaceae,fabaceae,canavalia,canavalia_hirsuta,hirsuta,canavalia_hirsuta,canavalia_villosa,Synonym,16.5,22,19.3,5.5,1,0,1
fabaceae,fabaceae,canavalia,canavalia_acuminata,acuminata,canavalia_acuminata,canavalia_acuminata,Accepted,19.1,19.5,19.3,0.4,1,0,1
fabaceae,fabaceae,mucuna,mucuna_argyrophylla,argyrophylla,mucuna_argyrophylla,mucuna_argyrophylla,Accepted,16.3,22.3,19.3,6.1,1,0,1
fabaceae,fabaceae,pithecellobium,pithecellobium_insigne,insigne,pithecellobium_insigne,pithecellobium_lanceolatum,Synonym,18.3,20.3,19.3,2,1,0,1
fabaceae,fabaceae,lysiloma,lysiloma_divaricatum,divaricatum,lysiloma_divaricatum,lysiloma_divaricatum,Accepted,8.7,30,19.3,21.3,0.694835681,-0.305164319,0.389671362
fabaceae,fabaceae,andira,andira_galeottiana,galeottiana,andira_galeottiana,andira_galeottiana,Accepted,16.5,22.3,19.4,5.8,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_xuul,xuul,lonchocarpus_xuul,lonchocarpus_xuul,Accepted,18.3,20.5,19.4,2.2,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_yucatanensis,yucatanensis,lonchocarpus_yucatanensis,lonchocarpus_yucatanensis,Accepted,18.3,20.5,19.4,2.2,1,0,1
fabaceae,fabaceae,pithecellobium,pithecellobium_acatlense,acatlense,pithecellobium_acatlense,pithecellobium_acatlense,Accepted,17.6,21.3,19.4,3.8,1,0,1
fabaceae,fabaceae,pithecellobium,pithecellobium_leptophyllum,leptophyllum,pithecellobium_leptophyllum,pithecellobium_leptophyllum,Accepted,18.3,20.5,19.4,2.2,1,0,1
fabaceae,fabaceae,acacia,acacia_tequilana,tequilana,acacia_tequilana,acacia_tequilana,Accepted,17,22,19.5,5,1,0,1
fabaceae,fabaceae,machaerium,machaerium_falciforme,falciforme,machaerium_falciforme,machaerium_falciforme,Accepted,17.7,21.3,19.5,3.6,1,0,1
fabaceae,fabaceae,aeschynomene,aeschynomene_fascicularis,fascicularis,aeschynomene_fascicularis,aeschynomene_fascicularis,Accepted,10.6,28.5,19.5,18,0.720670391,-0.279329609,0.441340782
fabaceae,fabaceae,canavalia,canavalia_hirsutissima,hirsutissima,canavalia_hirsutissima,canavalia_hirsutissima,Accepted,18.3,20.8,19.6,2.5,1,0,1
fabaceae,fabaceae,mimosa,mimosa_galeottii,galeottii,mimosa_galeottii,mimosa_galeottii,Accepted,18.3,20.9,19.6,2.6,1,0,1
fabaceae,fabaceae,mimosa,mimosa_rhodocarpa,rhodocarpa,mimosa_rhodocarpa,mimosa_rhodocarpa,Accepted,18.3,20.9,19.6,2.6,1,0,1
fabaceae,fabaceae,pterocarpus,pterocarpus_amphymenium,amphymenium,pterocarpus_amphymenium,pterocarpus_amphymenium,Accepted,19.5,19.7,19.6,0.2,1,0,1
fabaceae,fabaceae,senna,senna_foetidissima,foetidissima,senna_foetidissima,senna_foetidissima,Accepted,18.3,20.8,19.6,2.5,1,0,1
fabaceae,fabaceae,senna,senna_villosa,villosa,senna_villosa,senna_villosa,Accepted,18.3,20.8,19.6,2.5,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_unifoliolatus,unifoliolatus,lonchocarpus_unifoliolatus,muellera_unifoliolata,Synonym,17.1,22.3,19.7,5.2,1,0,1
fabaceae,fabaceae,chamaecrista,chamaecrista_nictitans,nictitans,chamaecrista_nictitans,chamaecrista_nictitans,Accepted,-2.8,42.3,19.8,45.1,0.583148559,-0.416851441,0.166297118
fabaceae,fabaceae,acacia,acacia_dolichostachya,dolichostachya,acacia_dolichostachya,acacia_dolichostachya,Accepted,19.3,20.5,19.9,1.2,1,0,1
fabaceae,fabaceae,calliandra,calliandra_spraguei,spraguei,calliandra_spraguei,zapoteca_portoricensis_subsp._portoricensis,Synonym,19.3,20.5,19.9,1.1,1,0,1
fabaceae,fabaceae,lysiloma,lysiloma_acapulcense,acapulcense,lysiloma_acapulcense,lysiloma_acapulcense,Accepted,10.5,29.3,19.9,18.8,0.691489362,-0.308510638,0.382978723
fabaceae,fabaceae,coursetia,coursetia_pumila,pumila,coursetia_pumila,coursetia_pumila,Accepted,19.1,20.9,20,1.8,1,0,1
fabaceae,fabaceae,leucaena,leucaena_macrophylla,macrophylla,leucaena_macrophylla,leucaena_macrophylla,Accepted,19.1,20.9,20,1.8,1,0,1
fabaceae,fabaceae,platymiscium,platymiscium_lasiocarpum,lasiocarpum,platymiscium_lasiocarpum,platymiscium_lasiocarpum,Accepted,19.1,20.8,20,1.7,1,0,1
fabaceae,fabaceae,bauhinia,bauhinia_galpinii,galpinii,bauhinia_galpinii,bauhinia_galpinii,Accepted,12,28,20,16,0.71875,-0.28125,0.4375
fabaceae,fabaceae,caesalpinia,caesalpinia_gaumeri,gaumeri,caesalpinia_gaumeri,caesalpinia_gaumeri,Accepted,19.9,20.3,20.1,0.5,1,0,1
fabaceae,fabaceae,erythrina,erythrina_coralloides,coralloides,erythrina_coralloides,erythrina_coralloides,Accepted,19.3,20.9,20.1,1.6,1,0,1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_punctatus,punctatus,lonchocarpus_punctatus,lonchocarpus_punctatus,Accepted,19.9,20.4,20.1,0.5,1,0,1
fabaceae,fabaceae,cynometra,cynometra_oaxacana,oaxacana,cynometra_oaxacana,cynometra_oaxacana,Accepted,19.5,20.8,20.2,1.3,1,0,1
fabaceae,fabaceae,erythrina,erythrina_leptorrhiza,leptorrhiza,erythrina_leptorrhiza,,Illegitimate,18.3,22,20.2,3.7,1,0,1
fabaceae,fabaceae,caesalpinia,caesalpinia_cacalaco,cacalaco,caesalpinia_cacalaco,caesalpinia_cacalaco,Accepted,18.3,22.3,20.3,4,1,0,1
fabaceae,fabaceae,mimosa,mimosa_chaetocarpa,chaetocarpa,mimosa_chaetocarpa,mimosa_chaetocarpa,Accepted,18.3,22.3,20.3,4,1,0,1
fabaceae,fabaceae,caesalpinia,caesalpinia_mollis,mollis,caesalpinia_mollis,caesalpinia_mollis,Accepted,20.3,20.5,20.4,0.2,1,0,1
fabaceae,fabaceae,albizia,albizia_occidentalis,occidentalis,albizia_occidentalis,albizia_occidentalis,Accepted,16.5,24.4,20.5,7.9,0.886075949,-0.113924051,0.772151899
fabaceae,fabaceae,lonchocarpus,lonchocarpus_caudatus,caudatus,lonchocarpus_caudatus,lonchocarpus_caudatus,Accepted,14.6,26.3,20.5,11.7,0.760683761,-0.239316239,0.521367521
fabaceae,fabaceae,mimosa,mimosa_leucaenoides,leucaenoides,mimosa_leucaenoides,mimosa_leucaenoides,Accepted,20.4,20.8,20.6,0.5,1,0,1
fabaceae,fabaceae,leucaena,leucaena_lanceolata,lanceolata,leucaena_lanceolata,leucaena_lanceolata,Accepted,16.3,25,20.6,8.7,0.827586207,-0.172413793,0.655172414
fabaceae,fabaceae,lysiloma,lysiloma_latisiliquum,latisiliquum,lysiloma_latisiliquum,lysiloma_latisiliquum,Accepted,15.5,25.6,20.6,10.1,0.792079208,-0.207920792,0.584158416
fabaceae,fabaceae,senna,senna_uniflora,uniflora,senna_uniflora,senna_uniflora,Accepted,11.2,30.3,20.7,19.2,0.643979058,-0.356020942,0.287958115
fabaceae,fabaceae,aeschynomene,aeschynomene_petraea,petraea,aeschynomene_petraea,aeschynomene_petraea,Accepted,20.3,21.3,20.8,1,1,0,1
fabaceae,fabaceae,caesalpinia,caesalpinia_vesicaria,vesicaria,caesalpinia_vesicaria,caesalpinia_vesicaria,Accepted,20.3,21.4,20.8,1.1,1,0,1
fabaceae,fabaceae,mimosa,mimosa_caerulea,caerulea,mimosa_caerulea,mimosa_caerulea,Accepted,19.3,22.3,20.8,3,1,0,1
fabaceae,fabaceae,bauhinia,bauhinia_pringlei,pringlei,bauhinia_pringlei,bauhinia_pringlei,Accepted,17.6,24.4,21,6.9,0.867647059,-0.132352941,0.735294118
fabaceae,fabaceae,cassia,cassia_doylei,doylei,cassia_doylei,senna_multijuga,Synonym,19.8,22.3,21.1,2.5,1,0,1
fabaceae,fabaceae,caesalpinia,caesalpinia_sclerocarpa,sclerocarpa,caesalpinia_sclerocarpa,caesalpinia_sclerocarpa,Accepted,17.6,24.7,21.1,7.2,0.830985915,-0.169014085,0.661971831
fabaceae,fabaceae,mimosa,mimosa_benthamii,benthamii,mimosa_benthamii,mimosa_benthamii,Accepted,20.3,22,21.2,1.7,1,0,1
fabaceae,fabaceae,mimosa,mimosa_sicyocarpa,sicyocarpa,mimosa_sicyocarpa,mimosa_sicyocarpa,Accepted,20.8,22,21.4,1.2,1,0,1
fabaceae,fabaceae,caesalpinia,caesalpinia_platyloba,platyloba,caesalpinia_platyloba,coulteria_platyloba,Synonym,16.5,26.4,21.5,9.9,0.707070707,-0.292929293,0.414141414
fabaceae,fabaceae,mimosa,mimosa_guatemalensis,guatemalensis,mimosa_guatemalensis,mimosa_guatemalensis,Accepted,18.3,24.7,21.5,6.4,0.8125,-0.1875,0.625
fabaceae,fabaceae,acacia,acacia_coulteri,coulteri,acacia_coulteri,acacia_coulteri,Accepted,18.3,24.9,21.6,6.7,0.787878788,-0.212121212,0.575757576
fabaceae,fabaceae,acacia,acacia_sphaerocephala,sphaerocephala,acacia_sphaerocephala,acacia_sphaerocephala,Accepted,19.3,24,21.7,4.7,0.893617021,-0.106382979,0.787234043
fabaceae,fabaceae,calliandra,calliandra_houstoniana,houstoniana,calliandra_houstoniana,calliandra_houstoniana,Accepted,16.3,27.1,21.7,10.9,0.666666667,-0.333333333,0.333333333
fabaceae,fabaceae,mimosa,mimosa_zacuapana,zacuapana,mimosa_zacapana,mimosa_tricephala,Synonym,16.3,27.2,21.7,10.9,0.660550459,-0.339449541,0.321100917
fabaceae,fabaceae,calliandra,calliandra_tetraphylla,tetraphylla,calliandra_tetraphylla,anneslia_tetraphylla,Synonym,16.8,27.1,21.9,10.2,0.650485437,-0.349514563,0.300970874
fabaceae,fabaceae,aeschynomene,aeschynomene_amorphoides,amorphoides,aeschynomene_amorphoides,aeschynomene_amorphoides,Accepted,19.5,24.4,22,4.9,0.816326531,-0.183673469,0.632653061
fabaceae,fabaceae,caesalpinia,caesalpinia_caladenia,caladenia,caesalpinia_caladenia,caesalpinia_caladenia,Accepted,17.6,27.2,22.4,9.7,0.614583333,-0.385416667,0.229166667
fabaceae,fabaceae,pithecellobium,pithecellobium_keyense,keyense,pithecellobium_keyense,pithecellobium_keyense,Accepted,19.7,25.6,22.6,6,0.644067797,-0.355932203,0.288135593
fabaceae,fabaceae,acacia,acacia_pringlei,pringlei,acacia_pringlei,acacia_pringlei,Accepted,16,29.4,22.7,13.4,0.559701493,-0.440298507,0.119402985
fabaceae,fabaceae,lysiloma,lysiloma_microphylla,microphylla,lysiloma_microphyllum,lysiloma_divaricatum,Synonym,13.2,32.4,22.8,19.2,1,0,1
fabaceae,fabaceae,dalbergia,dalbergia_sissoo,sissoo,dalbergia_sissoo,dalbergia_sissoo,Accepted,18.3,27.3,22.8,8.9,0.577777778,-0.422222222,0.155555556
fabaceae,fabaceae,diphysa,diphysa_suberosa,suberosa,diphysa_suberosa,diphysa_suberosa,Accepted,17.6,28.1,22.8,10.6,0.561904762,-0.438095238,0.123809524
fabaceae,fabaceae,acacia,acacia_filicina,filicina,acacia_filicina,,Illegitimate,20.8,24.9,22.9,4.1,0.658536585,-0.341463415,0.317073171
fabaceae,fabaceae,mimosa,mimosa_monancistra,monancistra,mimosa_monancistra,mimosa_monancistra,Accepted,20.9,24.9,22.9,4.1,0.65,-0.35,0.3
fabaceae,fabaceae,acacia,acacia_cochliacantha,cochliacantha,acacia_cochliacantha,acacia_cochliacantha,Accepted,17.6,28.4,23,10.9,0.546296296,-0.453703704,0.092592593
fabaceae,fabaceae,caesalpinia,caesalpinia_mexicana,mexicana,caesalpinia_mexicana,caesalpinia_mexicana,Accepted,17.6,28.5,23,11,0.541284404,-0.458715596,0.082568807
fabaceae,fabaceae,calliandra,calliandra_anomala,anomala,calliandra_anomala,calliandra_houstoniana_var._anomala,Synonym,18.3,28,23.2,9.7,0.536082474,-0.463917526,0.072164948
fabaceae,fabaceae,chamaecrista,chamaecrista_greggii,greggii,chamaecrista_greggii,chamaecrista_greggii,Accepted,18.3,28.4,23.3,10.1,0.514851485,-0.485148515,0.02970297
fabaceae,fabaceae,parkinsonia,parkinsonia_aculeata,aculeata,parkinsonia_aculeata,parkinsonia_aculeata,Accepted,10.1,36.5,23.3,26.4,0.507575758,-0.492424242,0.015151515
fabaceae,fabaceae,nissolia,nissolia_microptera,microptera,nissolia_microptera,nissolia_microptera,Accepted,17.6,29.4,23.5,11.8,0.5,-0.5,0
fabaceae,fabaceae,lonchocarpus,lonchocarpus_megalanthus,megalanthus,lonchocarpus_megalanthus,lonchocarpus_guatemalensis,Synonym,22,25.4,23.7,3.4,0.441176471,-0.558823529,-0.117647059
fabaceae,fabaceae,acacia,acacia_angustissima,angustissima,acacia_angustissima,acaciella_angustissima,Synonym,8.5,39,23.8,30.5,0.491803279,-0.508196721,-0.016393443
fabaceae,fabaceae,bauhinia,bauhinia_ramosissima,ramosissima,bauhinia_ramosissima,bauhinia_ramosissima,Accepted,20.5,27.2,23.8,6.7,0.447761194,-0.552238806,-0.104477612
fabaceae,fabaceae,leucaena,leucaena_esculenta,esculenta,leucaena_esculenta,leucaena_esculenta,Accepted,17.3,30.3,23.8,13,0.476923077,-0.523076923,-0.046153846
fabaceae,fabaceae,mimosa,mimosa_polyantha,polyantha,mimosa_polyantha,mimosa_polyantha,Accepted,17.6,30.3,23.9,12.8,0.464566929,-0.535433071,-0.070866142
fabaceae,fabaceae,leucaena,leucaena_pulverulenta,pulverulenta,leucaena_pulverulenta,leucaena_pulverulenta,Accepted,17.3,30.8,24.1,13.5,0.459259259,-0.540740741,-0.081481481
fabaceae,fabaceae,havardia,havardia_pallens,pallens,havardia_pallens,havardia_pallens,Accepted,20.4,28.3,24.3,7.9,0.392405063,-0.607594937,-0.215189873
fabaceae,fabaceae,lonchocarpus,lonchocarpus_eriophyllus,eriophyllus,lonchocarpus_eriophyllus,lonchocarpus_eriophyllus,Accepted,19.3,30.3,24.8,11,0.381818182,-0.618181818,-0.236363636
fabaceae,fabaceae,mimosa,mimosa_dysocarpa,dysocarpa,mimosa_dysocarpa,mimosa_dysocarpa,Accepted,17.1,32.4,24.8,15.3,0.418300654,-0.581699346,-0.163398693
fabaceae,fabaceae,acacia,acacia_schaffneri,schaffneri,acacia_schaffneri,acacia_schaffneri,Accepted,17,33,25,16,0.40625,-0.59375,-0.1875
fabaceae,fabaceae,acacia,acacia_goldmanii,goldmanii,acacia_goldmanii,acaciella_goldmanii,Synonym,24.4,25.8,25.1,1.4,0,-1,-1
fabaceae,fabaceae,mimosa,mimosa_spirocarpa,spirocarpa,mimosa_spirocarpa,mimosa_spirocarpa,Accepted,24.7,25.4,25.1,0.7,0,-1,-1
fabaceae,fabaceae,senna,senna_wislizeni,wislizeni,senna_wislizeni,senna_wislizeni,Accepted,18.3,31.9,25.1,13.6,0.382352941,-0.617647059,-0.235294118
fabaceae,fabaceae,acacia,acacia_rigidula,rigidula,acacia_rigidula,acacia_amentacea,Synonym,18.3,32.4,25.4,14.1,0.368794326,-0.631205674,-0.262411348
fabaceae,fabaceae,bauhinia,bauhinia_purpurea,purpurea,bauhinia_purpurea,bauhinia_purpurea,Accepted,24.8,26.4,25.6,1.6,0,-1,-1
fabaceae,fabaceae,erythrina,erythrina_herbacea,herbacea,erythrina_herbacea,erythrina_herbacea,Accepted,16.6,34.7,25.6,18.1,0.38121547,-0.61878453,-0.237569061
fabaceae,fabaceae,platymiscium,platymiscium_trifoliatum,trifoliatum,platymiscium_trifoliolatum,platymiscium_trifoliolatum,Accepted,22,29.4,25.7,7.4,0.202702703,-0.797297297,-0.594594595
fabaceae,fabaceae,sophora,sophora_secundiflora,secundiflora,sophora_secundiflora,sophora_secundiflora,Accepted,18.3,33.1,25.7,14.8,0.351351351,-0.648648649,-0.297297297
fabaceae,fabaceae,mimosa,mimosa_aculeaticarpa,aculeaticarpa,mimosa_aculeaticarpa,mimosa_aculeaticarpa,Accepted,17.6,34,25.8,16.5,0.359756098,-0.640243902,-0.280487805
fabaceae,fabaceae,acacia,acacia_pinetorum,pinetorum,acacia_pinetorum,acacia_pinetorum,Accepted,24.8,27.4,26.1,2.5,0,-1,-1
fabaceae,fabaceae,acacia,acacia_neovernicosa,neovernicosa,acacia_neovernicosa,acacia_neovernicosa,Accepted,17,35.5,26.3,18.5,0.351351351,-0.648648649,-0.297297297
fabaceae,fabaceae,acacia,acacia_filicioides,filicioides,acacia_filicioides,acaciella_angustissima_var._filicioides,Synonym,17.7,35.1,26.4,17.5,0.333333333,-0.666666667,-0.333333333
fabaceae,fabaceae,mimosa,mimosa_rupertiana,rupertiana,mimosa_rupertiana,,No opinion,16.5,36.3,26.4,19.8,0.353535354,-0.646464646,-0.292929293
fabaceae,fabaceae,nissolia,nissolia_wislizeni,wislizeni,nissolia_wislizeni,nissolia_wislizeni,Accepted,20.8,31.9,26.4,11.1,0.243243243,-0.756756757,-0.513513514
fabaceae,fabaceae,coursetia,coursetia_axillaris,axillaris,coursetia_axillaris,coursetia_axillaris,Accepted,26.4,27.7,27,1.3,0,-1,-1
fabaceae,fabaceae,acacia,acacia_berlandieri,berlandieri,acacia_berlandieri,acacia_berlandieri,Accepted,20.4,34.3,27.3,14,0.223021583,-0.776978417,-0.553956835
fabaceae,fabaceae,senna,senna_durangensis,durangensis,senna_durangensis,senna_durangensis,Accepted,24.9,29.9,27.4,5,0,-1,-1
fabaceae,fabaceae,calliandra,calliandra_eriophylla,eriophylla,calliandra_eriophylla,calliandra_eriophylla,Accepted,18.3,36.5,27.4,18.2,0.285714286,-0.714285714,-0.428571429
fabaceae,fabaceae,mimosa,mimosa_malacophylla,malacophylla,mimosa_malacophylla,mimosa_malacophylla,Accepted,24.9,30,27.5,5.1,0,-1,-1
fabaceae,fabaceae,caesalpinia,caesalpinia_caudata,caudata,caesalpinia_caudata,caesalpinia_caudata,Accepted,26.7,28.4,27.6,1.7,0,-1,-1
fabaceae,fabaceae,chamaecrista,chamaecrista_calycioides,calycioides,chamaecrista_calycioides,chamaecrista_calycioides,Accepted,26.5,29,27.7,2.5,0,-1,-1
fabaceae,fabaceae,calliandra,calliandra_californica,californica,calliandra_californica,calliandra_californica,Accepted,27.1,28.7,27.9,1.6,0,-1,-1
fabaceae,fabaceae,prosopis,prosopis_reptans,reptans,prosopis_reptans,prosopis_reptans,Accepted,26.4,29.4,27.9,2.9,0,-1,-1
fabaceae,fabaceae,mimosa,mimosa_biuncifera,biuncifera,mimosa_biuncifera,mimosa_biuncifera,Accepted,20.3,35.5,27.9,15.2,0.210526316,-0.789473684,-0.578947368
fabaceae,fabaceae,caesalpinia,caesalpinia_phyllanthoides,phyllanthoides,caesalpinia_phyllanthoides,caesalpinia_phyllanthoides,Accepted,27.7,28.4,28,0.7,0,-1,-1
fabaceae,fabaceae,parkinsonia,parkinsonia_texana,texana,parkinsonia_texana,parkinsonia_texana,Accepted,26.4,29.8,28.1,3.4,0,-1,-1
fabaceae,fabaceae,diphysa,diphysa_racemosa,racemosa,diphysa_racemosa,diphysa_racemosa,Accepted,27,29.4,28.2,2.4,0,-1,-1
fabaceae,fabaceae,lonchocarpus,lonchocarpus_hermannii,hermannii,lonchocarpus_hermannii,lonchocarpus_hermannii,Accepted,27.1,29.4,28.2,2.3,0,-1,-1
fabaceae,fabaceae,paraserianthes,paraserianthes_lophantha,lophantha,paraserianthes_lophantha,paraserianthes_lophantha,Accepted,24.4,32.4,28.4,8,0,-1,-1
fabaceae,fabaceae,chamaecrista,chamaecrista_flexuosa,flexuosa,chamaecrista_flexuosa,chamaecrista_flexuosa,Accepted,26.4,30.8,28.6,4.4,0,-1,-1
fabaceae,fabaceae,acacia,acacia_occidentalis,occidentalis,acacia_occidentalis,acacia_occidentalis,Accepted,27.9,29.4,28.7,1.4,0,-1,-1
fabaceae,fabaceae,leucaena,leucaena_retusa,retusa,leucaena_retusa,leucaena_retusa,Accepted,26.4,31.2,28.8,4.7,0,-1,-1
fabaceae,fabaceae,mimosa,mimosa_texana,texana,mimosa_texana,mimosa_texana,Accepted,20.3,37.2,28.8,16.9,0.189349112,-0.810650888,-0.621301775
fabaceae,fabaceae,calliandra,calliandra_biflora,biflora,calliandra_biflora,calliandra_biflora,Accepted,28.6,29.1,28.9,0.5,0,-1,-1
fabaceae,fabaceae,mimosa,mimosa_latidens,latidens,mimosa_latidens,mimosa_latidens,Accepted,26.4,31.3,28.9,4.9,0,-1,-1
fabaceae,fabaceae,bauhinia,bauhinia_lunarioides,lunarioides,bauhinia_lunarioides,bauhinia_lunarioides,Accepted,28.3,29.8,29,1.5,0,-1,-1
fabaceae,fabaceae,caesalpinia,caesalpinia_intricata,intricata,caesalpinia_intricata,hoffmannseggia_intricata,Synonym,28.7,29.4,29,0.7,0,-1,-1
